NO,SCT_Ship_No,PO_No,AWB_No,Vendor,Item,From,To,Ship_Mode,ETA,ATA,Status,Final_Site,Flow_Code,Flow_Desc,Compliance,Customs_Start,Customs_Close,WH_Date,MOSB_Date,Delivery_Date,Weight_KG,CBM,Delay_Days,Remark
671,HVDC-ADOPT-HE-0448,4572116646,1130121157,Hitachi,Main Converter,Charles De Gaulle,Abu Dhabi Airport,A,2025-07-18,2025-07-18,Arrived,MIR,4,Port → WH → MOSB → Site,PASS,2025-07-21,45859.0,,,2025-07-23,375.0,2.004,0,
672,HVDC-ADOPT-HE-0382,4572116646,GOT36800314,Hitachi,Main Converter,Ennore,Khalifa port,C,2025-07-19,2025-07-19,Arrived,MIR/AGI,4,Port → WH → MOSB → Site,PASS,2025-07-22,45860.0,,,2025-07-30,106433.0,687.64,0,
673,HVDC-ADOPT-SCT-0109,5000801116,SEL00000315,Bansuk,Lighting and Small Power Sysytem,"Shekou, Shenzhen",Khalifa port,C,2025-07-16,2025-07-16,Arrived,SHU/DAS/MIR/AGI,4,Port → WH → MOSB → Site,PASS,2025-07-21,45859.0,,2025-07-24,2025-07-24,10050.0,55.29,0,
674,HVDC-ADOPT-SCT-0106,5000801116,SEL00000235,Bansuk,Lighting and Small Power Sysytem,Barcelona,Khalifa port,C,2025-07-21,2025-07-21,Arrived,SHU/DAS/MIR/AGI,4,Port → WH → MOSB → Site,PASS,2025-07-22,45860.0,,2025-07-30,2025-07-30,3372.5,31.553,0,
675,HVDC-ADOPT-HE-0449,4572116646,1130121347,Hitachi,Main Converter,Amsterdam,Abu Dhabi Airport,A,2025-07-22,2025-07-22,Arrived,SHU,4,Port → WH → MOSB → Site,PASS,2025-07-23,45861.0,,,2025-07-25,65318.0,296.109,0,
676,HVDC-ADOPT-HE-0453,4572116646,1130121463,Hitachi,Main Converter,Brussels,Abu Dhabi Airport,A,2025-07-22,2025-07-22,Arrived,SHU,4,Port → WH → MOSB → Site,PASS,2025-07-22,45860.0,,,2025-07-23,8727.0,30.574,0,
677,HVDC-ADOPT-SIM-0088,SCT-19LT-PRC-PO-004,71611827502,EMEK,400kV and 132kV New Converter GIS,Istanbul,Abu Dhabi Airport,A,2025-07-22,2025-07-22,Arrived,SHU/DAS/MIR/AGI,4,Port → WH → MOSB → Site,PASS,2025-07-24,45862.0,,2025-08-12,2025-08-12,16388.0,16.02,0,
678,HVDC-ADOPT-HE-0461,4572116646,1130121544,Hitachi,Main Converter,Copenhagen,Abu Dhabi Airport,A,2025-07-24,2025-07-24,Arrived,AGI,4,Port → WH → MOSB → Site,PASS,2025-07-25,45863.0,,2025-07-16,2025-07-16,123.0,0.24,0,
679,HVDC-ADOPT-HE-0462,4572116646,1130121548,Hitachi,Main Converter,Copenhagen,Abu Dhabi Airport,A,2025-07-24,2025-07-24,Arrived,DAS,4,Port → WH → MOSB → Site,PASS,2025-07-25,45863.0,,2025-07-16,2025-07-16,129.0,0.24,0,
680,HVDC-ADOPT-HE-0463,4572116646,1130121547,Hitachi,Main Converter,Copenhagen,Abu Dhabi Airport,A,2025-07-24,2025-07-24,Arrived,SHU,4,Port → WH → MOSB → Site,PASS,2025-07-25,45863.0,,,2025-07-26,465.0,1.036,0,
681,HVDC-ADOPT-HE-0455,4572116646,BRQA13831,Hitachi,Main Converter,Koper,Khalifa port,C,2025-07-16,2025-07-16,Arrived,SHU,4,Port → WH → MOSB → Site,PASS,2025-07-25,45863.0,,,2025-07-29,17880.0,110.0,0,
682,HVDC-ADOPT-PPL-0019,5000675246,607-39821165,Prysmian,320kV HVDC Cable System,Bremen,Abu Dhabi Airport,A,2025-07-27,2025-07-27,Arrived,Unknown,4,Port → WH → MOSB → Site,PASS,2025-07-30,45868.0,,,2025-08-01,65.0,0.229,0,
683,HVDC-ADOPT-SCT-0113,5000735555,SEL00000385,LS Cable,"MV, LV & Control Cable",Busan Port,Khalifa port,C,2025-07-28,2025-07-28,Arrived,SHU/MIR,4,Port → WH → MOSB → Site,PASS,2025-07-31,45869.0,,,2025-08-05,8862.0,22.2561,0,
684,HVDC-ADOPT-SCT-0115,5000801061,SEL00000408,SHIN AHN,Field Instrument,Busan Port,Khalifa port,C,2025-07-28,2025-07-28,Arrived,SHU/DAS/MIR/AGI,4,Port → WH → MOSB → Site,PASS,2025-07-30,45868.0,,2025-08-04,2025-08-04,25080.0,173.043,0,
685,HVDC-ADOPT-SCT-0112,5000735555,SEL00000426,LS Cable,"MV, LV & Control Cable",Busan Port,Khalifa port,C,2025-08-03,2025-08-03,Arrived,SHU/MIR,4,Port → WH → MOSB → Site,PASS,2025-08-04,45873.0,,,2025-08-07,2180.0,4.024,0,
686,HVDC-ADOPT-HE-0469,4572116646,1130121744,Hitachi,Main Converter,Copenhagen,Abu Dhabi Airport,A,2025-07-31,2025-07-31,Arrived,DAS,4,Port → WH → MOSB → Site,PASS,2025-08-04,45873.0,,2025-08-05,2025-08-05,457.0,1.121,0,
687,HVDC-ADOPT-HE-0456,4572116646,CTLTDD0000918256,Hitachi,Main Converter,Koper,Khalifa port,C,2025-07-20,2025-07-20,Arrived,MIR,4,Port → WH → MOSB → Site,PASS,2025-08-05,45874.0,,,,18050.0,106.496,0,
688,HVDC-ADOPT-HE-0457,4572116646,CTLTDD0000918256,Hitachi,Main Converter,Koper,Khalifa port,C,2025-07-20,2025-07-20,Arrived,DAS,4,Port → WH → MOSB → Site,PASS,2025-08-05,45874.0,,,,18070.0,106.496,0,
689,HVDC-ADOPT-HE-0458,4572116646,CTLTDD0000918256,Hitachi,Main Converter,Koper,Khalifa port,C,2025-07-20,2025-07-20,Arrived,AGI,4,Port → WH → MOSB → Site,PASS,2025-08-05,45874.0,,,,17700.0,106.086,0,
690,HVDC-ADOPT-SCT-0117,5001003776,SEL00000500,Sangdong,Earthing & Lightning Protection Material,Busan Port,Khalifa port,C,2025-08-06,2025-08-06,Arrived,SHU/DAS/MIR/AGI,4,Port → WH → MOSB → Site,PASS,2025-08-04,45873.0,,,,1950.0,5.3,0,
691,HVDC-ADOPT-SCT-0118,5000802593,SEL00000501,Sangdong,Steel Conduit,Busan Port,Khalifa port,C,2025-08-06,2025-08-06,Arrived,AGI,4,Port → WH → MOSB → Site,PASS,2025-08-04,45873.0,,,,1310.0,3.094,0,
692,HVDC-ADOPT-SCT-0107,5000799801,SEL00000467,LS Cable,"MV, LV & Control Cable",Busan Port,Khalifa port,C,2025-08-06,2025-08-06,Arrived,DAS/AGI,4,Port → WH → MOSB → Site,PASS,2025-08-05,45874.0,,,,514557.0,607.832,0,
693,HVDC-ADOPT-SCT-0114,5000735555,SEL00000499,LS Cable,"MV, LV & Control Cable",Busan Port,Khalifa port,C,2025-08-06,2025-08-06,Arrived,SHU/MIR,4,Port → WH → MOSB → Site,PASS,2025-08-05,45874.0,,,2025-08-11,9140.0,47.843,0,
694,HVDC-ADOPT-HE-0380,4572116646,GOT36800312-001,Hitachi,Main Converter,Antwerp,Khalifa port,C,2025-07-30,2025-07-30,Arrived,AGI,4,Port → WH → MOSB → Site,PASS,2025-08-06,45875.0,,,,600.0,1.87,0,
695,HVDC-ADOPT-HE-0381,4572116646,GOT36800312-002,Hitachi,Main Converter,Antwerp,Khalifa port,C,2025-07-30,2025-07-30,Arrived,AGI,4,Port → WH → MOSB → Site,PASS,2025-08-06,45875.0,,,,125.0,0.539,0,
696,HVDC-ADOPT-HE-0385-2,4572116646,GOT36800313-003,Hitachi,Main Converter,Antwerp,Khalifa port,C,2025-07-30,2025-07-30,Arrived,AGI,4,Port → WH → MOSB → Site,PASS,2025-08-06,45875.0,,,,3200.0,17.85,0,
697,HVDC-ADOPT-HE-0387-2,4572116646,GOT36800316-003,Hitachi,Main Converter,Antwerp,Khalifa port,C,2025-07-30,2025-07-30,Arrived,SHU,4,Port → WH → MOSB → Site,PASS,2025-08-06,45875.0,,,,4000.0,22.68,0,
698,HVDC-ADOPT-HE-0378,4572116646,GOT36800311-001,Hitachi,Main Converter,Gothenburg,Khalifa port,C,2025-07-30,2025-07-30,Arrived,MIR,4,Port → WH → MOSB → Site,PASS,2025-08-07,45876.0,,,,375.0,1.24,0,
699,HVDC-ADOPT-HE-0379,4572116646,GOT36800311-002,Hitachi,Main Converter,Gothenburg,Khalifa port,C,2025-07-30,2025-07-30,Arrived,MIR,4,Port → WH → MOSB → Site,PASS,2025-08-07,45876.0,,,,70.0,0.3,0,
700,HVDC-ADOPT-HE-0383,4572116646,GOT36800315-001,Hitachi,Main Converter,Gothenburg,Khalifa port,C,2025-07-30,2025-07-30,Arrived,DAS,4,Port → WH → MOSB → Site,PASS,2025-08-07,45876.0,,,,17380.0,74.201,0,
701,HVDC-ADOPT-HE-0384,4572116646,GOT36800315-002,Hitachi,Main Converter,Gothenburg,Khalifa port,C,2025-07-30,2025-07-30,Arrived,DAS,4,Port → WH → MOSB → Site,PASS,2025-08-07,45876.0,,,,2560.0,9.121,0,
702,HVDC-ADOPT-HE-0385-1,4572116646,GOT36800313-001,Hitachi,Main Converter,Gothenburg,Khalifa port,C,2025-07-30,2025-07-30,Arrived,AGI,4,Port → WH → MOSB → Site,PASS,2025-08-07,45876.0,,,,11460.0,44.36,0,
703,HVDC-ADOPT-HE-0386,4572116646,GOT36800313-002,Hitachi,Main Converter,Gothenburg,Khalifa port,C,2025-07-30,2025-07-30,Arrived,AGI,4,Port → WH → MOSB → Site,PASS,2025-08-07,45876.0,,,,2430.0,10.9,0,
704,HVDC-ADOPT-HE-0387-1,4572116646,GOT36800316-001,Hitachi,Main Converter,Gothenburg,Khalifa port,C,2025-07-30,2025-07-30,Arrived,SHU,4,Port → WH → MOSB → Site,PASS,2025-08-07,45876.0,,,,15360.0,67.2,0,
705,HVDC-ADOPT-HE-0388,4572116646,GOT36800316-002,Hitachi,Main Converter,Gothenburg,Khalifa port,C,2025-07-30,2025-07-30,Arrived,SHU,4,Port → WH → MOSB → Site,PASS,2025-08-07,45876.0,,,,2110.0,8.69,0,
706,HVDC-ADOPT-HE-0389,4572116646,GOT36800317-001,Hitachi,Main Converter,Gothenburg,Khalifa port,C,2025-07-30,2025-07-30,Arrived,SHU,4,Port → WH → MOSB → Site,PASS,2025-08-07,45876.0,,,,9860.0,41.59,0,
707,HVDC-ADOPT-HE-0390,4572116646,GOT36800317-002,Hitachi,Main Converter,Gothenburg,Khalifa port,C,2025-07-30,2025-07-30,Arrived,SHU,4,Port → WH → MOSB → Site,PASS,2025-08-07,45876.0,,,,900.0,4.469,0,
708,HVDC-ADOPT-HE-0391,4572116646,GOT36800318,Hitachi,Main Converter,Gothenburg,Khalifa port,C,2025-07-30,2025-07-30,Arrived,MIR,4,Port → WH → MOSB → Site,PASS,2025-08-07,45876.0,,,,30540.0,132.51,0,
709,HVDC-ADOPT-HE-0392,4572116646,GOT36800320,Hitachi,Main Converter,Gothenburg,Khalifa port,C,2025-07-30,2025-07-30,Arrived,MIR,4,Port → WH → MOSB → Site,PASS,2025-08-07,45876.0,,,,2960.0,13.16,0,
710,HVDC-ADOPT-HE-0393,4572116646,GOT36800319-001,Hitachi,Main Converter,Gothenburg,Khalifa port,C,2025-07-30,2025-07-30,Arrived,AGI,4,Port → WH → MOSB → Site,PASS,2025-08-07,45876.0,,,,11000.0,44.942,0,
711,HVDC-ADOPT-HE-0394,4572116646,GOT36800319-002,Hitachi,Main Converter,Gothenburg,Khalifa port,C,2025-07-30,2025-07-30,Arrived,AGI,4,Port → WH → MOSB → Site,PASS,2025-08-07,45876.0,,,,1030.0,4.477,0,
712,HVDC-ADOPT-HE-0400,4572116646,GOT36800321,Hitachi,Main Converter,Gothenburg,Khalifa port,C,2025-07-30,2025-07-30,Arrived,DAS/MIR/AGI,4,Port → WH → MOSB → Site,PASS,2025-08-07,45876.0,,,,1640.0,11.553,0,
713,HVDC-ADOPT-HE-0362,4572116646,GOT36800298,Hitachi,Main Converter,Gothenburg,Khalifa port,C,2025-08-04,,Arrived,SHU/DAS/MIR/AGI,4,Port → WH → MOSB → Site,PASS,,,,,,168.0,1.032,0,
714,HVDC-ADOPT-HE-0374,4572116646,GOT36800306,Hitachi,Main Converter,Gothenburg,Khalifa port,C,2025-08-04,,Arrived,MIR,4,Port → WH → MOSB → Site,PASS,,,,,,11390.0,76.544,0,
715,HVDC-ADOPT-HE-0376,4572116646,GOT36800307,Hitachi,Main Converter,Gothenburg,Khalifa port,C,2025-08-04,,Arrived,DAS,4,Port → WH → MOSB → Site,PASS,,,,,,1090.0,4.826,0,
716,HVDC-ADOPT-HE-0377,4572116646,GOT36800310,Hitachi,Main Converter,Gothenburg,Khalifa port,C,2025-08-04,,Arrived,MIR,4,Port → WH → MOSB → Site,PASS,,,,,,3270.0,17.664,0,
717,HVDC-ADOPT-SCT-0120,5000735555,SEL00000550,LS Cable,"MV, LV & Control Cable",Busan Port,Khalifa port,C,2025-08-11,,Arrived,SHU/MIR,4,Port → WH → MOSB → Site,PASS,,,,,,18708.0,39.854,0,
718,HVDC-ADOPT-SCT-0121,5001004422,SEL00000527,Roxtec,Lighting&Small Power System,Helsingborg,Khalifa port,C,2025-08-14,,Arrived,SHU/DAS/MIR/AGI,4,Port → WH → MOSB → Site,PASS,,,,,,11750.0,17.808,0,
719,HVDC-ADOPT-HE-0477-1,4572116646,1130122115,Hitachi,Main Converter,Amsterdam,Abu Dhabi Airport,A,2025-08-14,,Arrived,SHU,4,Port → WH → MOSB → Site,PASS,,,,,,15801.0,23.757,0,
720,HVDC-ADOPT-HE-0434,4572116646,GOT36800337,Hitachi,Main Converter,Shanghai,Khalifa port,C,2025-08-18,,Arrived,MIR,4,Port → WH → MOSB → Site,PASS,,,,,,14404.0,54.96,0,
721,HVDC-ADOPT-HE-0435,4572116646,GOT36800338,Hitachi,Main Converter,Shanghai,Khalifa port,C,2025-08-18,,Arrived,DAS,4,Port → WH → MOSB → Site,PASS,,,,,,20520.0,91.61,0,
722,HVDC-ADOPT-HE-0436,4572116646,ANRB44719,Hitachi,Main Converter,Antwerp,Khalifa port,C,2025-08-22,,Arrived,MIR,4,Port → WH → MOSB → Site,PASS,,,,,,84480.0,153.187,0,
723,HVDC-ADOPT-HE-0471,4572116646,ANRB45303,Hitachi,Main Converter,Antwerp,Khalifa port,C,2025-08-30,,Arrived,MIR,4,Port → WH → MOSB → Site,PASS,,,,,,85740.0,153.187,0,
724,HVDC-ADOPT-HE-0472,4572116646,ANRB45304,Hitachi,Main Converter,Antwerp,Khalifa port,C,2025-08-30,,Arrived,MIR,4,Port → WH → MOSB → Site,PASS,,,,,,124000.0,229.782,0,
725,HVDC-ADOPT-HE-0473,4572116646,ANRB46182,Hitachi,Main Converter,Antwerp,Khalifa port,C,2025-08-30,,Arrived,MIR,4,Port → WH → MOSB → Site,PASS,,,,,,145240.0,268.079,0,
726,HVDC-ADOPT-HE-0395,4572116646,GOT36800324,Hitachi,Main Converter,Antwerp,Khalifa port,C,2025-08-18,,Arrived,MIR,4,Port → WH → MOSB → Site,PASS,,,,,,582.0,1.932,0,
727,HVDC-ADOPT-HE-0396,4572116646,GOT36800325,Hitachi,Main Converter,Antwerp,Khalifa port,C,2025-08-18,,Arrived,DAS,4,Port → WH → MOSB → Site,PASS,,,,,,2623.0,4.83,0,
728,HVDC-ADOPT-HE-0397,4572116646,GOT36800326,Hitachi,Main Converter,Antwerp,Khalifa port,C,2025-08-18,,Arrived,AGI,4,Port → WH → MOSB → Site,PASS,,,,,,1888.0,3.864,0,
729,HVDC-ADOPT-HE-0413,4572116646,GOT36800327-001,Hitachi,Main Converter,Antwerp,Khalifa port,C,2025-08-18,,Arrived,AGI,4,Port → WH → MOSB → Site,PASS,,,,,,2784.0,8.755,0,
730,HVDC-ADOPT-HE-0414,4572116646,GOT36800327-002,Hitachi,Main Converter,Antwerp,Khalifa port,C,2025-08-18,,Arrived,AGI,4,Port → WH → MOSB → Site,PASS,,,,,,123.0,0.442,0,
731,HVDC-ADOPT-HE-0420,4572116646,GOT36800328,Hitachi,Main Converter,Antwerp,Khalifa port,C,2025-08-18,,Arrived,DAS/AGI,4,Port → WH → MOSB → Site,PASS,,,,,,10746.0,123.409,0,
732,HVDC-ADOPT-HE-0423,4572116646,GOT36800329,Hitachi,Main Converter,Antwerp,Khalifa port,C,2025-08-18,,Arrived,MIR,4,Port → WH → MOSB → Site,PASS,,,,,,5453.0,61.701,0,
733,HVDC-ADOPT-HE-0424,4572116646,GOT36800330,Hitachi,Main Converter,Antwerp,Khalifa port,C,2025-08-18,,Arrived,SHU,4,Port → WH → MOSB → Site,PASS,,,,,,5373.0,61.701,0,
734,HVDC-ADOPT-HE-0429,4572116646,GOT36800333,Hitachi,Main Converter,Antwerp,Khalifa port,C,2025-08-18,,Arrived,AGI,4,Port → WH → MOSB → Site,PASS,,,,,,581.0,3.266,0,
735,HVDC-ADOPT-HE-0430,4572116646,GOT36800334,Hitachi,Main Converter,Antwerp,Khalifa port,C,2025-08-18,,Arrived,SHU/DAS/MIR/AGI,4,Port → WH → MOSB → Site,PASS,,,,,,609.0,2.88,0,
736,HVDC-ADOPT-HE-0431,4572116646,GOT36800335,Hitachi,Main Converter,Antwerp,Khalifa port,C,2025-08-18,,Arrived,MIR,4,Port → WH → MOSB → Site,PASS,,,,,,1350.0,5.178,0,
737,HVDC-ADOPT-HE-0477-2,4572116646,1130122116,Hitachi,Main Converter,Amsterdam,Abu Dhabi Airport,A,2025-08-19,,Arrived,SHU,4,Port → WH → MOSB → Site,PASS,,,,,,1134.0,8.384,0,
738,HVDC-ADOPT-HE-0438,4572116646,GOT36800340-001,Hitachi,Main Converter,Gothenburg,Khalifa port,C,2025-08-26,,Arrived,AGI,4,Port → WH → MOSB → Site,PASS,,,,,,25940.0,88.898,0,
739,HVDC-ADOPT-HE-0439,4572116646,GOT36800340-002,Hitachi,Main Converter,Gothenburg,Khalifa port,C,2025-08-26,,Arrived,AGI,4,Port → WH → MOSB → Site,PASS,,,,,,150.0,1.208,0,
740,HVDC-ADOPT-HE-0440,4572116646,GOT36800341-001,Hitachi,Main Converter,Gothenburg,Khalifa port,C,2025-08-26,,Arrived,AGI,4,Port → WH → MOSB → Site,PASS,,,,,,26495.0,129.112,0,
741,HVDC-ADOPT-HE-0441,4572116646,GOT36800341-002,Hitachi,Main Converter,Gothenburg,Khalifa port,C,2025-08-26,,Arrived,AGI,4,Port → WH → MOSB → Site,PASS,,,,,,215.0,1.295,0,
742,HVDC-ADOPT-HE-0454,4572116646,GOT36800343,Hitachi,Main Converter,Gothenburg,Khalifa port,C,2025-08-26,,Arrived,SHU/DAS,4,Port → WH → MOSB → Site,PASS,,,,,,604.0,5.815,0,
743,HVDC-ADOPT-HE-0482,4572116646,GOT36800342,Hitachi,Main Converter,Gothenburg,Khalifa port,C,2025-08-26,,Arrived,SHU/DAS,4,Port → WH → MOSB → Site,PASS,,,,,,491.0,1.382,0,
744,HVDC-ADOPT-HE-0460,4572116646,GOT36800346,Hitachi,Main Converter,Antwerp,Khalifa port,C,2025-09-04,,Arrived,MIR,4,Port → WH → MOSB → Site,PASS,,,,,,2042.0,13.4,0,
745,HVDC-ADOPT-HE-0450,4572116646,GOT36800347,Hitachi,Main Converter,Antwerp,Khalifa port,C,2025-09-04,,Arrived,SHU,4,Port → WH → MOSB → Site,PASS,,,,,,2042.0,13.29,0,
746,HVDC-ADOPT-HE-0459,4572116646,GOT36800345,Hitachi,Main Converter,Antwerp,Khalifa port,C,2025-09-04,,Arrived,MIR,4,Port → WH → MOSB → Site,PASS,,,,,,60350.0,287.763,0,
747,HVDC-ADOPT-HE-0438-2,4572116646,GOT36800355-001,Hitachi,Main Converter,Gothenburg,Khalifa port,C,2025-09-08,,Arrived,AGI,4,Port → WH → MOSB → Site,PASS,,,,,,721.0,2.309,0,
748,HVDC-ADOPT-HE-0439-2,4572116646,GOT36800355-002,Hitachi,Main Converter,Gothenburg,Khalifa port,C,2025-09-08,,Arrived,AGI,4,Port → WH → MOSB → Site,PASS,,,,,,230.0,1.398,0,
749,HVDC-ADOPT-HE-0437,4572116646,GOT36800336,Hitachi,Main Converter,Gothenburg,Khalifa port,C,2025-09-08,,Arrived,MIR,4,Port → WH → MOSB → Site,PASS,,,,,,1270.0,5.255,0,
750,HVDC-ADOPT-HE-0440-2,4572116646,GOT36800356-001,Hitachi,Main Converter,Gothenburg,Khalifa port,C,2025-09-08,,Arrived,AGI,4,Port → WH → MOSB → Site,PASS,,,,,,645.0,3.237,0,
751,HVDC-ADOPT-HE-0441-2,4572116646,GOT36800356-002,Hitachi,Main Converter,Gothenburg,Khalifa port,C,2025-09-08,,Arrived,AGI,4,Port → WH → MOSB → Site,PASS,,,,,,170.0,0.673,0,
752,HVDC-ADOPT-HE-0425,4572116646,GOT36800331-001,Hitachi,Main Converter,Genoa,Khalifa port,C,2025-09-09,,Arrived,SHU,4,Port → WH → MOSB → Site,PASS,,,,,,5910.0,41.928,0,
753,HVDC-ADOPT-HE-0426,4572116646,GOT36800331-002,Hitachi,Main Converter,Genoa,Khalifa port,C,2025-09-09,,Arrived,SHU,4,Port → WH → MOSB → Site,PASS,,,,,,1070.0,7.84,0,
754,HVDC-ADOPT-HE-0427,4572116646,GOT36800332-001,Hitachi,Main Converter,Genoa,Khalifa port,C,2025-09-12,,Arrived,MIR,4,Port → WH → MOSB → Site,PASS,,,,,,5910.0,41.928,0,
755,HVDC-ADOPT-HE-0428,4572116646,GOT36800332-002,Hitachi,Main Converter,Genoa,Khalifa port,C,2025-09-12,,Arrived,MIR,4,Port → WH → MOSB → Site,PASS,,,,,,1070.0,7.84,0,
